"Figure 3. Change in Length of Growing Season by State, 1895-2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: EPA's Climate Change Indicators in the United States: www.epa.gov/climate-indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data source: Kunkel, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web update: August 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units: days change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year/Trend,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1904,2.101818182,-1.942727273,-15.41727273,-20.26363636,-5.151818182,-4,-13.33333333,-3.554545455,6.03,-6.145454545,-8.379090909,-5.312727273,-7.457272727,-9.864545455,-6.153636364,-5.770909091,-2.871818182,-8.454545455,-1.500909091,-5.92,-6.13,-9.224545455,4.391818182,-8.092727273,-5.28,-13.41,-7.443636364,-4.559090909,-6.439090909,-6.389090909,1.772727273,2.272727273,-4.47,-2.551818182,-9.756363636,-3.636363636,3.227272727,1.767272727,-8.495454545,-4.298181818,2.558181818,-17.80545455,-3.522727273,-1.962727273,-12.88,-6.421818182,-4.841,-8.272727273
1905,-0.140909091,-2.412727273,-10.52,-16.42818182,-5.740909091,-3.636363636,-11,-5.198181818,3.885454545,-5.392727273,-9.87,-4.769090909,-6.914545455,-10.07545455,-5.491818182,-6.236363636,-2.417272727,-9.068181818,-2.061818182,-5.421818182,-6.583636364,-8.792727273,3.196363636,-11.84,-4.606363636,-16.21,-6.499090909,-4.998181818,-5.403636364,-5.867272727,4.727272727,2.075454545,-4.577272727,-2.188181818,-6.145454545,-3.336363636,2.681818182,0.708181818,-9.763636364,-3.884545455,2.215454545,-14.77272727,-4.597272727,-4.235454545,-13.30818182,-6.372727273,-5.866,-8.181818182
1906,0.973636364,-1.580909091,-9.965454545,-18.03,-6.847272727,-3.909090909,-9.6,-6.210909091,3.414545455,-4.783636364,-11.89727273,-4.686363636,-6.335454545,-11.76909091,-5.381818182,-6.02,-2.72,-8.977272727,-2.217272727,-5.492727273,-6.144545455,-9.852727273,2.569090909,-14.44636364,-5.288181818,-17.82363636,-7.253636364,-4.68,-6.05,-3.624545455,0.47,0.918181818,-3.848181818,-3.536363636,-7.454545455,-2.845454545,1.818181818,0.039090909,-9.284545455,-4.035454545,3.62,-15.22181818,-5.522727273,-5.447272727,-14.98272727,-4.969090909,-4.866,-10.31818182
1907,0.636363636,-2.081818182,-12.68545455,-17.07909091,-8.888181818,-6,-7.166666667,-2.527272727,4.368181818,-4.029090909,-10.88363636,-3.189090909,-4.715454545,-11.39181818,-4.05,-6.008181818,-4.568181818,-9.454545455,-3.530909091,-4.276363636,-5.082727273,-8.792727273,2.387272727,-13.62545455,-4.269090909,-17.47272727,-6.967272727,-5.770909091,-6.090909091,-5.97,1.97,-0.296363636,-3.89,-3.039090909,-8.328181818,-3.063636364,-0.863636364,1.720909091,-7.791818182,-3.892727273,4.260909091,-16.82363636,-5.997272727,-7.129090909,-14.55090909,-4.363636364,-4.316,-9.272727273
1908,-1.21,-4.575454545,-13.65818182,-18.50272727,-9.081818182,-1.909090909,-8.714285714,-2.715454545,2.428181818,-4.104545455,-9.726363636,-3.790909091,-5.683636364,-11.50818182,-3.689090909,-6.769090909,-4.916363636,-12.56818182,-3.099090909,-4.783636364,-5.16,-8.035454545,-0.089090909,-12.63090909,-5.977272727,-15.36909091,-5.961818182,-8.422727273,-7.737272727,-6.803636364,4.636363636,-1.63,-6.666363636,-5.944545455,-8.22,-6.304545455,-1.681818182,-0.13,-4.626363636,-4.42,1.405454545,-14.87454545,-6.972727273,-8.129090909,-14.71454545,-4.730909091,-5.799,-4
1909,-3.82,-5.152727273,-10.63545455,-16.63181818,-5.776363636,-2.727272727,-8.25,-5.148181818,0.903636364,-2.027272727,-10.69,-2.029090909,-4.197272727,-10.20909091,-3.461818182,-8.262727273,-5.643636364,-14.34090909,-2.883636364,-3.769090909,-3.410909091,-6.494545455,-2.348181818,-12.02363636,-5.153636364,-12.53272727,-4.367272727,-7.499090909,-8.424545455,-5.810909091,4.606363636,-2.447272727,-6.724545455,-5.066363636,-6.490909091,-7.711818182,-3,-1.846363636,-2.423636364,-3.287272727,0.818181818,-14.38,-6.375454545,-7.901818182,-13.54363636,-1.449090909,-6.399,-2.545454545
1910,-5.178181818,-5.145454545,-10.87181818,-16.25909091,-6.373636364,-0.818181818,-7.444444444,-9.229090909,0.022727273,-3.066363636,-8.49,-1.625454545,-2.842727273,-9.572727273,-3.302727273,-11.21181818,-5.340909091,-14.79545455,-3.474545455,-3.776363636,-4.499090909,-6.500909091,-2.861818182,-9.743636364,-3.632727273,-15.32,-5.203636364,-9.173636364,-6.273636364,-4.436363636,0.015454545,-2.090909091,-6.525454545,-2.384545455,-6.530909091,-8.186363636,-3.681818182,-2.39,-3.295454545,-2.93,-0.295454545,-14.11818182,-5.849090909,-10.49272727,-13.63181818,-1.514545455,-4.635454545,-2.636363636
1911,-7.152727273,-8.413636364,-12.79727273,-16.8,-6.838181818,2.090909091,-7.444444444,-13.6,-1.607272727,-4.768181818,-11.17363636,-2.628181818,-3.175454545,-10.80909091,-2.815454545,-13.74,-4.400909091,-15,-3.201818182,-3.804545455,-5.919090909,-6.33,-5.518181818,-11.29454545,-2.654545455,-15.08909091,-6.959090909,-6.673636364,-4.809090909,-4.917272727,-5.802727273,-1.571818182,-7.553636364,-5.719090909,-9.436363636,-7.874545455,-4.85,-3.179090909,-5.598181818,-2.179090909,-4.999090909,-15.37818182,-7.443636364,-9.386363636,-15.26272727,-2.448181818,-7.12,-7.090909091
1912,-6.088181818,-9.115454545,-12.17454545,-16.53454545,-8.802727273,1.636363636,-7.444444444,-12.77272727,-0.857272727,-5.213636364,-12.04,-3.478181818,-3.741818182,-12.13363636,-3.435454545,-15.14454545,-5.81,-15.84090909,-4.808181818,-4.059090909,-7.76,-6.898181818,-5.431818182,-10.82181818,-1.183636364,-18.34818182,-6.493636364,-7.416363636,-5.344545455,-6.988181818,-8.772727273,-2.073636364,-8.238181818,-8.128181818,-10.62909091,-9.615454545,-5.666666667,-2.436363636,-6.23,-2.168181818,-6.349090909,-16.19636364,-8.327272727,-9.697272727,-15.55818182,-4.29,-7.013636364,-6
1913,-4.220909091,-9.224545455,-12.77909091,-18.37,-7.63,4.909090909,-6,-10.95363636,1.890909091,-4.474545455,-11.76727273,-2.290909091,-1.949090909,-10.35090909,-1.838181818,-13.71181818,-4.37,-13.77272727,-4.682727273,-1.830909091,-7.743636364,-4.713636364,-3.676363636,-10.83,0.658181818,-16.94181818,-5.766363636,-7.825454545,-2.925454545,-6.327272727,-11.83363636,-2.352727273,-7.118181818,-9.128181818,-11.85272727,-8.513636364,-5,1.981818182,-5.477272727,-0.891818182,-6.242727273,-14.82090909,-6.883636364,-11.03090909,-14.70454545,-3.104545455,-5.831818182,-6.454545455
1914,-3.86,-7.840909091,-11.27,-17.23818182,-7.28,4.272727273,-6.285714286,-11.43545455,2.529090909,-2.792727273,-13.22909091,-1.046363636,-0.145454545,-8.773636364,-0.529090909,-12.27909091,-4.817272727,-11.15909091,-5.46,-0.786363636,-5.72,-2.414545455,-4.760909091,-10.00545455,1.109090909,-13.54363636,-4.231818182,-5.977272727,-2.329090909,-4.907272727,-9.924545455,-2.559090909,-5.513636364,-8.252727273,-10.88363636,-7.054545455,-5.444444444,1.389090909,-4.393636364,-0.505454545,-5.481818182,-12.77,-4.550909091,-8.137272727,-13.61,-1.392727273,-2.573636364,-5.5
1915,-2.779090909,-6.881818182,-12.71090909,-18.97272727,-7.196363636,4.6,-2,-14.66090909,1.115454545,-2.970909091,-12.79727273,-0.885454545,0.988181818,-7.96,1.212727273,-14.57818182,-3.832727273,-8.431818182,-5.04,1.155454545,-5.320909091,-1.199090909,-5.2,-10.36363636,1.124545455,-12.72090909,-3.893636364,-4.159090909,-1.465454545,-4.160909091,-8.621818182,-1.51,-4.705454545,-7.088181818,-12.63090909,-6.927272727,-5.111111111,0.274545455,-4.318181818,0.454545455,-7.586363636,-11.59181818,-4.545454545,-6.742727273,-13.46181818,-1.042727273,-1.611818182,-4.318181818
1916,2.297272727,-6.664545455,-15.97181818,-22.41727273,-6.509090909,5,-0.714285714,-10.32,5.952727273,-4.130909091,-9.321818182,-1.460909091,1.019090909,-8.181818182,0.979090909,-9.953636364,-2.287272727,-6.681818182,-4.414545455,1.819090909,-4.488181818,-1.766363636,-2.22,-8.111818182,0.463636364,-9.976363636,-4.302727273,-2.113636364,-0.596363636,-4.197272727,-10.15181818,-0.610909091,-5.038181818,-8.345454545,-14.96818182,-6.620909091,-1.444444444,0.586363636,-2.36,-0.539090909,-7.921818182,-12.07363636,-3.123636364,-3.97,-14.65636364,-0.52,0.115454545,-3.409090909
1917,3.57,-5.162727273,-19.70818182,-21.99,-5.471818182,3,-3.142857143,-5.680909091,6.81,-4.008181818,-7.844545455,-1.389090909,0.797272727,-7.860909091,1.730909091,-6.612727273,-1.393636364,-7.931818182,-4.232727273,2.380909091,-3.228181818,-1.47,0.831818182,-4.620909091,2.056363636,-7.477272727,-3.923636364,-1.689090909,-0.859090909,-5.66,-7.637272727,-0.061818182,-6.116363636,-6.894545455,-13.24090909,-7.786363636,1.944444444,3.725454545,-1.480909091,-1.036363636,-6.153636364,-10.22090909,-3.368181818,-3.871818182,-12.56454545,-0.49,0.009090909,-0.590909091
1918,3.617272727,-6.227272727,-18.77909091,-21.13,-3.731818182,0,-8.142857143,-6.954545455,5.23,-4.025454545,-7.064545455,-2.952727273,-1.207272727,-7.402727273,0.192727273,-6.084545455,-1.166363636,-8.886363636,-4.801818182,1.184545455,-4.285454545,-2.076363636,0.057272727,-4.514545455,0.876363636,-6.987272727,-2.525454545,-3.477272727,-2.177272727,-3.371818182,-7.182727273,-1.014545455,-8.147272727,-5.743636364,-12.50272727,-10.06818182,2.777777778,2.422727273,-0.53,-2.944545455,-5.397272727,-8.522727273,-2.645454545,-3.341818182,-11.65545455,-1.562727273,-1.794545455,0.818181818
1919,5.424545455,-5.323636364,-18.75363636,-19.27818182,-4.481818182,-4.111111111,-12.14285714,-7.402727273,5.945454545,-3.983636364,-7.275454545,-2.368181818,-1.45,-8.439090909,-0.528181818,-6.800909091,0.303636364,-7.909090909,-4.995454545,2.269090909,-4.710909091,-2.104545455,1.718181818,-4.970909091,0.790909091,-7.4,-3.796363636,-2.007272727,-1.050909091,-3.034545455,-11.21272727,0.847272727,-5.424545455,-4.811818182,-12.51545455,-8.045454545,5.222222222,3.169090909,-1.392727273,-3.797272727,-4.475454545,-9.041818182,-2.524545455,-1.705454545,-11.17363636,-1.075454545,0.705454545,-3.5
1920,8.027272727,-4.062727273,-22.72363636,-19.65181818,-4.256363636,-7.222222222,-15.71428571,-5.475454545,7.031818182,-7.344545455,-5.475454545,-5.985454545,-4.662727273,-8.767272727,-0.183636364,-3.739090909,0.954545455,-7.068181818,-5.301818182,0.173636364,-7.422727273,-4.087272727,4.142727273,-3.758181818,0.246363636,-7.204545455,-4.768181818,-3.219090909,-1.171818182,-2.469090909,-6.667272727,-0.904545455,-7.777272727,-3.861818182,-11.82,-8.556363636,8.277777778,3.811818182,-3.166363636,-3.615454545,-2.394545455,-6.485454545,-3.636363636,-2.039090909,-12.06454545,-3.805454545,0.508181818,-0.863636364
1921,7.794545455,-4.696363636,-23.02363636,-15.73454545,-3.003636364,-8.222222222,-17.42857143,-5.168181818,6.488181818,-8.038181818,-7.984545455,-7.538181818,-5.782727273,-9.023636364,-0.528181818,-2.290909091,1.090909091,-5.75,-5.358181818,0.126363636,-7.073636364,-4.423636364,2.812727273,-2.679090909,-1.497272727,-4.680909091,-4.595454545,-2.332727273,-2.393636364,-0.878181818,-4.773636364,-1.275454545,-6.858181818,-5.634545455,-11.35,-7.083636364,8.666666667,1.56,-2.432727273,-4.209090909,-1.468181818,-5.264545455,-4.522727273,-0.523636364,-13.24181818,-4.283636364,0.371818182,-0.409090909
1922,9.409090909,-3.186363636,-23.39363636,-12.93727273,-2.345454545,-11.11111111,-14.375,-2.827272727,8.608181818,-5.632727273,-5.948181818,-6.331818182,-5.135454545,-6.545454545,-1.07,1.646363636,1.954545455,-5.25,-5.358181818,0.15,-6.744545455,-4.092727273,5.31,0.010909091,-1.653636364,-3.964545455,-3.589090909,-3.196363636,-2.51,-0.871818182,0.196363636,-1.649090909,-5.527272727,-3.595454545,-8.444545455,-6.340909091,10.6,2.34,-1.282727273,-4.31,0.353636364,-4.225454545,-3.228181818,-0.872727273,-10.82636364,-3.301818182,2.492727273,3.272727273
1923,10.90272727,-1.732727273,-22.83454545,-9.019090909,-1.147272727,-12.66666667,-13.88888889,-1.768181818,10.74454545,-5.351818182,-5.778181818,-7.055454545,-6.667272727,-3.963636364,-1.461818182,3.912727273,3.651818182,-3.227272727,-3.62,0.604545455,-5.638181818,-3.052727273,6.041818182,0.392727273,-1.163636364,-2.939090909,-3.339090909,-1.06,-1.747272727,1.466363636,4.105454545,-1.502727273,-5.16,-1.561818182,-7.058181818,-3.931818182,9.590909091,2.801818182,-1.399090909,-4.28,1.458181818,-3.150909091,-1.304545455,0.263636364,-10.25,-1.251818182,2.340909091,2.272727273
1924,11.65272727,-1.025454545,-24.78272727,-9.671818182,-2.266363636,-15.22222222,-12.1,-2.354545455,10.34272727,-5.699090909,-6.482727273,-6.59,-6.481818182,-1.992727273,-0.024545455,2.401818182,3.545454545,-3.295454545,-3.529090909,-0.643636364,-5.910909091,-1.831818182,6.452727273,-0.19,0.376363636,-3.265454545,-2.505454545,-0.332727273,-2.575454545,1.935454545,5.469090909,-2.139090909,-5.317272727,0.797272727,-7.08,-5.803636364,9.590909091,1.551818182,-1.48,-1.498181818,0.61,-3.828181818,-1.309090909,1.279090909,-10.99,-2.397272727,4.901818182,2.863636364
1925,9.740909091,-2.698181818,-25.67090909,-7.525454545,-1.685454545,-14.44444444,-13.27272727,-5.093636364,8.585454545,-6.089090909,-4.861818182,-7.13,-7.88,-0.83,-1.035454545,0.459090909,3.045454545,-6.818181818,-3.115454545,-1.499090909,-8.224545455,-1.653636364,5.2,-1.123636364,-0.55,-5.003636364,-2.213636364,-2.56,-3.409090909,1.011818182,7.696363636,-2.396363636,-6.303636364,1.192727273,-6.762727273,-7.697272727,7.545454545,0.487272727,-2.613636364,-2.272727273,0.798181818,-3.629090909,-3.213636364,-0.841818182,-9.866363636,-4.186363636,1.870909091,0.409090909
1926,11.58545455,-2.25,-23.62545455,-4.752727273,-1.475454545,-13.5,-15.54545455,4.281818182,12.79727273,-5.215454545,-4.559090909,-5.638181818,-6.956363636,-0.018181818,-0.221818182,8.611818182,2.636363636,-7.840909091,-2.751818182,-2.900909091,-8.698181818,-0.372727273,7.639090909,0.194545455,0.531818182,-5.98,-1.972727273,-2.696363636,-3.787272727,3.621818182,6.787272727,-2.18,-6.16,1.206363636,-4.547272727,-7.090909091,7.727272727,2.065454545,-2.681818182,-1.119090909,4.816363636,-3.279090909,-0.643636364,-1.236363636,-9.078181818,-3.387272727,3.241818182,0.272727273
1927,9.11,-0.928181818,-24.21636364,-3.354545455,-0.948181818,-13.09090909,-16.18181818,-0.975454545,9.868181818,-4.56,-5.414545455,-5.693636364,-6.667272727,-0.032727273,0.414545455,4.578181818,0.151818182,-10.09090909,-3.581818182,-3.205454545,-8.313636364,-0.277272727,7.536363636,0.339090909,1.229090909,-6.548181818,-1.876363636,-5.909090909,-5.140909091,3.281818182,6.847272727,-3.881818182,-6.348181818,2.147272727,-2.781818182,-8.515454545,4.818181818,2.994545455,-1.948181818,0.325454545,3.770909091,-4.415454545,0.515454545,-4.122727273,-7.179090909,-4.129090909,3.575454545,-1
1928,8.866363636,-2.144545455,-21.91363636,-2.788181818,-0.925454545,-10.27272727,-15.45454545,-3.140909091,9.220909091,-4.830909091,-5.975454545,-5.453636364,-6.048181818,1,-0.131818182,3.633636364,0.621818182,-8.795454545,-3.990909091,-3.062727273,-8.802727273,0.297272727,5.587272727,0.274545455,0.116363636,-5.806363636,-1.172727273,-7.590909091,-4.247272727,2.229090909,5.847272727,-4.311818182,-5.828181818,1.752727273,-2.232727273,-6.909090909,5.181818182,1.616363636,-1.613636364,1.097272727,3.804545455,-4.37,0.451818182,-5.388181818,-8.671818182,-4.794545455,3.666363636,-1.363636364
1929,9.234545455,-0.09,-21.33181818,0,-0.197272727,-10.09090909,-14.36363636,-3.894545455,9.893636364,-4.067272727,-4.950909091,-3.879090909,-4.357272727,2.174545455,0.493636364,4.743636364,0.530909091,-7.227272727,-2.865454545,-2.827272727,-8.812727273,1.422727273,6.243636364,0.560909091,-0.114545455,-6.846363636,-1.165454545,-8.136363636,-4.156363636,3.061818182,6.09,-4.327272727,-4.155454545,2.031818182,-1.448181818,-5.090909091,5.545454545,1.089090909,-2.251818182,2.868181818,3.794545455,-3.04,-0.250909091,-5.63,-8.819090909,-3.54,5.227272727,-2.681818182
1930,10.86363636,2.033636364,-20.03,-1.632727273,1.375454545,-9.363636364,-12.63636364,-5.010909091,11.22545455,-3.936363636,-4.89,-5.210909091,-4.896363636,3.023636364,-0.204545455,6.107272727,-1.241818182,-6.363636364,-2.796363636,-3.855454545,-8.525454545,0.212727273,7.539090909,2.062727273,0.896363636,-7.077272727,-0.129090909,-8.257272727,-5.126363636,4.55,9.453636364,-5.639090909,-4.564545455,2.013636364,-1.02,-5.060909091,1.5,2.540909091,-1.161818182,3.212727273,6.134545455,-1.19,-0.014545455,-4.902727273,-8.543636364,-3.678181818,4.227272727,-1.590909091
1931,10.22909091,1.380909091,-19.58272727,-3.473636364,1.501818182,-7.454545455,-10.81818182,-3.519090909,12.15545455,-1.080909091,-2.47,-2.588181818,-2.014545455,4.043636364,-0.402727273,5.465454545,-1.969090909,-5.704545455,-3.171818182,-2.819090909,-6.007272727,1.889090909,6.361818182,2.418181818,1.529090909,-6.434545455,1.740909091,-7.423636364,-5.48,2.758181818,7.029090909,-5.142727273,-1.638181818,1.306363636,-0.241818182,-4.106363636,-0.909090909,2.592727273,0.681818182,3.046363636,4.093636364,-2.047272727,1.561818182,-5.932727273,-6.379090909,-2.101818182,6.076363636,-2.818181818
1932,9.103636364,0.959090909,-18.48272727,-5.774545455,0.8,-8.454545455,-11.18181818,-2.72,11.55090909,-0.197272727,0.793636364,-1.681818182,-1.355454545,4.569090909,-0.720909091,4.630909091,-2.120909091,-5.5,-1.57,-1.735454545,-5.159090909,2.208181818,5.945454545,2.821818182,2.476363636,-6.489090909,3.148181818,-7.408181818,-5.389090909,2.140909091,4.787272727,-3.665454545,-1.34,1.192727273,1.398181818,-3.204545455,-0.909090909,2.471818182,1.968181818,3.227272727,2.722727273,-1.967272727,2.448181818,-5.023636364,-4.04,-1.274545455,6.167272727,-1.227272727
1933,8.871818182,-0.088181818,-17.52818182,-8.291818182,1.981818182,-8.090909091,-10.36363636,-2.693636364,11.13090909,0.092727273,3.561818182,-1.137272727,-1.621818182,2.906363636,0.538181818,3.097272727,-3.47,-5.704545455,-0.842727273,-1.504545455,-3.521818182,2.655454545,3.842727273,4.33,4.380909091,-6.455454545,4.230909091,-7.771818182,-6,2.57,6.544545455,-4.020909091,-2.719090909,-0.178181818,1.754545455,-4.538181818,-4.636363636,3.949090909,3.236363636,3.51,1.128181818,-0.82,2.113636364,-4.326363636,-3.246363636,0.24,4.197272727,-2.727272727
1934,7.758181818,0.016363636,-15.61909091,-8.949090909,2.304545455,-6.727272727,-10.90909091,-0.639090909,9.994545455,1.476363636,4.061818182,0.961818182,0.628181818,2.169090909,2.119090909,2.904545455,-3.454545455,-5.954545455,-1.512727273,-1.490909091,-2.652727273,2.863636364,4.144545455,5.212727273,4.089090909,-4.493636364,4.924545455,-8.074545455,-6.318181818,2.764545455,3.423636364,-3.660909091,-1.673636364,0.014545455,2.91,-4.462727273,-5.090909091,3.862727273,4.585454545,3.921818182,2.883636364,0.134545455,2.782727273,-4.538181818,-2.880909091,1.19,5.151818182,-6.727272727
