-17.5,null,1.1979,1.28421,1.03176,1.193688,0.910368,0.872658,0.775584,0.735246,0.894492,1.107216,1.253214,1.10556,0.952254,0.875592,1.27575,1.713546,1.77156,1.699326,1.319292,1.532286,1.753866,1.885824,1.9206,1.788804,1.747116,1.701594,1.744614,1.881054,1.974348,1.968966,1.880028,1.790802,0.900306,0.891918,0.818856,null,null,null,null,1.838538,1.757376,1.87992,2.068938,2.166552,2.751876,2.556954,2.085948,1.969614,1.928862,1.844838,1.529928,1.562382,1.503126,1.413792,1.717866,1.638198,1.56357,1.642248,1.762038,1.598634,1.1916,0.936036,0.954486,1.09944,1.35567,1.450638,1.511226,null,null,null,null
-12.5,null,null,1.095192,0.996768,0.96156,0.998514,1.006452,0.984636,1.096722,1.069794,1.07622,1.126764,0.931014,0.902592,0.849546,0.841986,0.848754,1.112256,1.634706,1.607076,1.630008,1.990296,1.920024,1.8432,1.764828,1.601748,1.556928,1.617534,1.72575,1.880496,1.957122,1.947402,1.79685,0.766908,0.788904,0.559692,1.020942,1.252638,null,null,null,1.757304,2.287602,2.284326,2.137032,2.023668,1.836072,2.010744,1.97343,1.957266,1.946826,1.745622,1.771596,1.722114,1.70415,1.664748,1.715202,1.795572,1.432458,1.446102,1.429416,1.419696,1.23543,1.444194,1.6191,1.512288,null,null,null,null,null,null
-7.5,null,null,1.18629,1.044612,0.94527,0.834408,null,null,1.145214,0.985968,1.018908,0.922032,0.848808,0.805176,0.869688,0.94329,0.970578,1.009422,1.171944,1.381572,1.679346,2.08845,1.803186,2.047914,1.649988,1.423512,1.404504,1.51353,1.673676,1.864188,1.977066,2.005632,1.962018,1.524852,0.953532,0.949194,1.699632,1.721034,1.956888,2.241792,null,null,2.165022,2.416158,2.29725,2.477718,1.897524,2.018052,1.980846,1.985616,1.94319,1.896282,1.84167,1.841256,1.807362,1.705464,1.535508,1.31022,1.314612,1.383786,1.39671,1.533852,1.61829,1.668852,1.667142,1.647126,1.62792,null,null,null,null,null
-2.5,null,null,1.21473,0.963972,null,null,null,null,0.9369,0.791028,1.00368,1.129104,1.044288,1.036278,1.084464,1.057932,1.135764,1.376802,1.444932,1.493118,1.43289,1.139094,1.22904,1.265904,1.458702,1.683414,1.404972,1.568124,1.722834,1.866294,1.993428,2.0511,2.039112,1.999602,1.84527,2.187414,2.344104,2.417256,2.147724,2.24235,null,null,2.115846,2.271366,2.379204,2.233422,2.111652,2.100744,2.068884,2.058606,2.016954,1.952928,1.898604,1.855224,1.79784,1.719468,1.632582,1.415466,1.634382,1.726542,1.511568,1.571724,1.621926,1.667988,1.697076,1.643652,1.522836,1.359702,null,null,null,null
2.5,1.290924,1.15371,1.216746,1.003158,1.089936,null,null,null,null,0.893178,1.142172,1.239282,1.126098,1.182906,1.294686,1.393992,1.378728,1.648674,1.732572,1.696536,1.139796,0.973584,null,0.562284,1.82862,2.161962,2.576574,2.3742,1.994472,1.870686,1.978362,2.022912,2.035854,2.050704,2.097342,2.282364,2.448828,2.67489,2.287458,2.127096,null,null,null,2.129724,2.217042,2.203614,2.159694,2.139912,2.102112,2.041686,1.965348,1.866474,1.81692,1.804734,1.761372,1.663884,1.676358,1.45053,1.729134,1.576872,1.53603,1.640592,1.690722,1.78506,1.735938,1.728612,1.639206,1.475838,1.31697,null,null,null
7.5,1.209438,1.19583,1.260126,1.10664,1.127394,null,null,null,null,1.2672,1.23462,1.23057,1.229778,1.227294,1.410516,1.326456,1.372068,1.58805,1.922688,1.923912,1.738656,1.813572,1.962162,null,null,2.670354,3.112488,3.389688,3.763782,2.101032,1.94841,1.954116,1.997334,2.069154,2.18169,2.397618,2.663406,2.876094,2.594916,1.98684,null,null,1.441278,1.9521,1.935018,1.861182,1.801764,1.743642,1.73691,1.697706,1.63008,1.57302,1.545138,1.59309,1.653624,1.649826,1.622124,1.58805,1.535148,1.527462,1.566504,1.678752,1.726074,1.767906,1.9116,1.825542,1.938384,1.639458,1.37871,null,null,1.334214
12.5,1.462248,1.688058,1.344312,1.308528,1.201212,1.203552,null,null,1.21077,1.124298,1.15704,1.146168,1.232298,1.303344,1.164906,1.03482,1.062522,1.378746,1.69389,1.887318,2.064276,2.289492,2.38887,null,null,3.264426,3.193866,3.14415,2.320884,1.979874,1.968606,1.942164,1.976634,1.965942,2.08098,2.285802,2.513016,2.852568,2.745288,1.743912,1.735956,1.536138,1.266858,1.651086,1.75968,1.678914,1.504386,1.37034,1.250748,1.215594,1.203642,1.15578,1.182168,1.28214,1.391634,1.490814,1.607094,1.638666,1.579716,1.510326,1.58391,1.682766,1.929582,1.841832,1.975338,2.044908,2.02392,1.934622,1.68138,1.663002,1.594836,1.536282
17.5,1.635786,1.653642,1.475946,1.354608,1.393632,1.407798,null,null,1.047042,1.165446,1.122228,1.06326,1.027674,1.005534,1.07082,0.924282,0.836352,1.148742,1.564308,1.926162,2.170044,2.230848,3.09456,3.277566,3.377124,3.157002,3.162762,3.046878,2.150496,2.04876,2.030148,1.984122,1.909656,1.883394,1.971702,2.02662,2.12607,2.424618,2.207916,1.813536,1.781208,1.837764,1.023678,1.655496,1.664244,1.691766,1.349172,1.1682,1.072944,0.92493,0.86031,0.758466,0.828936,1.005336,1.192518,1.410714,1.548342,1.488492,1.481868,1.49418,1.719306,2.43333,2.655414,2.304864,2.221992,2.007846,1.968804,1.890846,1.78974,1.666116,1.608804,1.725858
22.5,1.862064,1.80171,1.69488,1.614096,1.800666,1.366182,null,null,1.107144,1.005264,0.937836,0.90729,0.89019,0.924462,0.938214,0.86733,0.781038,0.749898,1.240686,1.61568,1.8549,2.125656,2.934522,3.593916,3.346326,3.353904,3.310452,2.088522,1.976256,2.130066,2.153718,1.975986,1.840464,1.76571,1.883898,1.92483,1.953306,2.078694,2.163546,2.05173,1.96632,1.551132,1.499904,1.624194,1.566828,1.51677,1.243116,1.1601,1.061478,1.07046,0.999162,0.850572,0.858726,1.046052,1.282248,1.611306,1.68129,1.54764,1.504206,1.68273,2.02509,2.218662,2.30922,2.17341,3.177936,1.67058,1.873998,1.893672,1.871928,1.717596,1.607508,1.736082
27.5,1.936782,1.840536,1.75914,1.719864,null,null,null,null,1.418112,1.217106,1.267758,1.206342,1.204866,1.193526,1.093662,1.034568,null,null,0.824184,1.411794,1.585314,1.94076,3.214566,3.394152,3.290148,3.109806,1.919916,1.76967,1.872702,2.077038,2.145906,1.965906,1.780938,1.646082,1.797102,1.920888,1.957878,1.987794,1.999134,2.344518,2.126592,1.86741,1.891062,1.62171,1.551618,1.513332,1.37484,1.272366,1.305216,1.25442,1.2357,1.179306,1.085706,1.24083,1.493208,1.747242,1.759932,1.60929,1.55556,1.70901,2.069424,2.045844,2.116926,2.171664,1.79775,1.335618,1.623042,1.958184,1.854378,1.834722,1.596582,1.68192
32.5,1.724184,1.753704,1.730826,1.707264,1.894248,1.894248,1.780956,null,1.581192,1.56168,1.510128,1.459044,1.501074,1.530702,1.359954,null,null,null,0.829404,1.444194,1.608498,2.015136,3.327876,2.752488,2.931588,2.617308,2.138328,1.921248,1.85094,2.017008,2.082348,1.977084,1.778472,1.622268,1.733814,1.95066,2.077434,2.138472,2.084724,2.073744,2.108628,2.090142,1.794654,1.794978,1.794546,1.900548,1.93176,1.945242,1.806408,1.688292,1.562814,1.42605,1.34694,1.39383,1.544256,1.739844,1.68858,1.58382,1.529478,1.827954,1.552248,1.890774,2.053746,1.890954,1.4094,0.515736,1.658232,1.927728,1.8306,1.638378,1.63476,1.676232
37.5,1.674828,1.703556,1.717488,1.721016,1.675728,1.682964,1.751976,1.656018,1.445004,1.448226,1.368522,1.484586,1.57743,null,null,null,null,null,null,1.58625,1.593342,2.225016,2.640132,2.742552,2.764764,2.68686,2.550114,2.208906,1.873692,1.826154,1.88604,1.758438,1.609056,1.562382,1.793124,2.044818,2.197962,2.353482,2.300256,2.140956,1.920582,1.84185,1.886436,1.896462,1.870524,2.139228,2.182698,2.193408,2.05938,1.875546,1.741878,1.47537,1.55196,1.556262,1.59858,1.765008,1.704258,1.591578,1.612674,1.708506,1.85544,1.896822,2.044368,2.078622,1.961244,1.990764,2.081862,2.000754,1.81071,1.587096,1.875708,2.078622
42.5,1.67013,1.53549,1.561032,1.452132,1.375848,1.331928,1.243116,1.235394,1.185516,1.092654,1.113948,1.079496,null,null,null,null,null,null,null,1.637982,1.649466,1.82304,1.923588,2.39409,2.559708,2.700396,2.725002,2.415582,1.898604,1.81638,1.631412,1.410336,1.349586,1.758798,2.15595,2.476062,2.685348,2.7981,2.64114,2.540898,2.324196,2.221938,2.27673,2.220876,2.149074,2.2995,2.374686,2.285244,2.136402,1.904832,1.714608,1.652436,1.699704,1.750932,1.842462,1.968912,1.8288,1.696284,1.65321,1.760526,1.821636,1.839942,1.896264,1.998738,2.07072,1.999368,2.097,2.019132,1.830204,1.678266,1.926792,1.525068
47.5,1.11114,1.13391,1.166238,1.07478,0.94266,0.795582,0.912582,0.831186,0.548388,null,null,null,null,null,null,null,null,null,null,1.442268,1.395882,1.095516,1.406934,1.713438,1.983096,2.29482,2.490984,2.311218,1.88658,1.633554,null,null,null,null,null,null,null,null,null,null,2.964618,2.785248,2.705292,2.67093,2.728962,2.780118,2.517048,2.503026,2.252106,2.035224,1.717182,1.814166,1.900242,2.00097,2.046546,2.100006,2.013102,1.889712,1.875978,1.926918,1.888434,1.742004,1.691478,1.713042,1.72098,1.750356,1.819944,1.87632,1.695438,1.499616,1.321074,1.13445
52.5,0.626238,0.658134,0.645876,0.541098,0.423324,0.303426,null,null,null,null,null,null,null,null,null,null,null,null,null,1.298358,1.220526,0.33156,1.030968,1.341864,1.45206,1.644462,1.899738,1.838376,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.762928,2.314872,1.976886,1.749834,1.701504,1.79388,1.98738,null,2.010168,1.911186,null,null,null,null,null,null,null,null,null,0.845568,1.05003,1.060074,1.071576,0.782424,0.714636
57.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.400184,1.40283,1.274436,1.145934,1.06758,1.014696,0.966456,1.105362,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
62.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.515798,1.396206,1.223712,1.042704,0.431298,null,null,3.183012,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
67.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
72.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
77.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
82.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
87.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
