"Figure 5. Change in Timing of Last Spring Frost by State, 1895-2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: EPA's Climate Change Indicators in the United States: www.epa.gov/climate-indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data source: Kunkel, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web update: August 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units: days change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year/Trend,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1904,-2.100909091,7.206363636,0.382727273,14.77363636,1.824545455,1.727272727,7.333333333,3.387272727,-4.360909091,5.267272727,2.679090909,3.121818182,3.434545455,5.794545455,2.082727273,0.748181818,1.034545455,3.5,1.794545455,1.651818182,4.423636364,-3.518181818,5.322727273,4.5,3.014545455,-0.197272727,2.319090909,1.541818182,0.907272727,-2.446363636,3.027272727,7.979090909,1.608181818,1.417272727,6.072727273,0.310909091,-2.227272727,-0.075454545,6.097272727,1.985454545,-2.030909091,9.904545455,-1.431818182,-0.253636364,10.36636364,1.709,3.669090909,3.727272727
1905,-1.297272727,4.485454545,1.069090909,11.95181818,2.344545455,2.363636364,6.5,3.031818182,-3.382727273,5.160909091,4.349090909,4.994545455,4.428181818,6.364545455,3.404545455,0.900909091,2.826363636,4.75,2.598181818,3.092727273,5.023636364,-2.427272727,6.565454545,5.247272727,3.738181818,-1.909090909,3.455454545,2.102727273,0.270909091,-1.39,2.438181818,9.277272727,4.176363636,1.88,4.183636364,1.592727273,-0.590909091,-0.935454545,6.713636364,2.82,-2.692727273,7.944545455,1.477272727,2.525454545,9.730909091,4.417,5.506363636,3.363636364
1906,-2.494545455,4.333636364,-0.615454545,12.66272727,3.798181818,1.818181818,6.8,2.194545455,-4.099090909,6.017272727,4.274545455,4.354545455,4.524545455,7.264545455,2.827272727,-0.719090909,1.894545455,5,1.613636364,3.060909091,4.763636364,-3.480909091,6.805454545,7.332727273,4.711818182,0.924545455,2.35,2.127272727,-1.933636364,-1.514545455,2.730909091,9.845454545,3.831818182,1.483636364,5.534545455,0.874545455,-1.545454545,-0.99,7.178181818,2.078181818,-4.576363636,9.051818182,1.25,3.091818182,11.32909091,4.05,4.36,5.090909091
1907,-2.676363636,4.929090909,-0.748181818,11.25636364,4.587272727,3.636363636,5.666666667,0.352727273,-5.392727273,3.532727273,3.903636364,3.920909091,4.210909091,6.822727273,1.959090909,-1.468181818,2.985454545,6.477272727,2.856363636,2.663636364,3.434545455,-3.955454545,5.718181818,6.224545455,4.859090909,-0.984545455,4.107272727,2.844545455,-0.714545455,0.342727273,2.448181818,9.836363636,4.44,0.072727273,4.894545455,2.036363636,0.363636364,-2.021818182,6.08,1.953636364,-5.632727273,10.01181818,4.204545455,3.951818182,8.96,4.017,4.257272727,5.772727273
1908,-2.71,5.024545455,-0.159090909,12.28727273,5.211818182,1.363636364,6.428571429,-1.092727273,-5.384545455,3.085454545,4.264545455,4.210909091,4.532727273,6.833636364,1.769090909,-1.420909091,2.808181818,9,2.796363636,2.735454545,4.263636364,-3.057272727,5.280909091,5.527272727,4.763636364,-2.348181818,4.88,4.228181818,-0.023636364,1.06,2.830909091,8.88,5.581818182,0.82,5.227272727,3.718181818,0.454545455,-3.14,3.885454545,1.895454545,-3.911818182,7.721818182,4.613636364,5.042727273,8.548181818,4.984,4.911818182,2.818181818
1909,-0.385454545,3.365454545,0.282727273,9.641818182,3.783636364,-0.090909091,6.125,1.394545455,-3.210909091,3.941818182,3.249090909,3.437272727,4.063636364,6.396363636,2.337272727,0.425454545,2.535454545,9.863636364,2.250909091,2.502727273,3.612727273,-0.837272727,4.172727273,4.930909091,4.816363636,-2.666363636,3.986363636,4.278181818,0.362727273,1.260909091,2.338181818,6.201818182,5.904545455,-0.119090909,4.89,3.613636364,0,-1.418181818,3.662727273,1.576363636,-3.101818182,7.431818182,4.038181818,4.475454545,8.337272727,5.351,3.749090909,0.363636364
1910,0.961818182,3.710909091,0.042727273,7.919090909,4.47,-0.363636364,5,4.341818182,-1.926363636,1.621818182,2.167272727,1.872727273,4.374545455,5.095454545,1.171818182,3.601818182,3.853636364,10.02272727,2.917272727,3.130909091,4.893636364,0.497272727,2.984545455,3.074545455,5.266363636,-1.03,5.925454545,3.570909091,-0.185454545,2.175454545,1.092727273,8.534545455,6.002727273,-1.399090909,4.305454545,4.642727273,0.909090909,-0.800909091,4.776363636,0.819090909,-1.492727273,7.641818182,6.340909091,4.654545455,7.145454545,3.500909091,3.661818182,1.727272727
1911,1.386363636,4.924545455,2.408181818,8.420909091,5.197272727,-1.363636364,5,7.107272727,-0.611818182,3.062727273,2.064545455,1.294545455,4.322727273,5.504545455,0.710909091,5.09,3.421818182,9.318181818,1.674545455,2.302727273,4.505454545,1.594545455,2.626363636,3.246363636,5.608181818,2.47,3.759090909,1.924545455,0.808181818,1.45,0.507272727,8.185454545,5.287272727,1.475454545,5.636363636,3.127272727,1.6,0.196363636,5.038181818,0.083636364,0.818181818,8.615454545,5.537272727,5.15,8.206363636,4.698181818,3.012727273,5.272727273
1912,0.113636364,5.860909091,2.4,9.776363636,6.853636364,-0.909090909,5,5.600909091,-1.47,5.087272727,2.253636364,1.545454545,4.39,6.731818182,1.210909091,4.481818182,3.399090909,8.568181818,1.401818182,1.917272727,5.44,0.720909091,2.946363636,3.729090909,5.653636364,4.5,3.182727273,2.43,2.862727273,1.240909091,-0.311818182,9.659090909,5.052727273,3.769090909,7.128181818,2.879090909,1.111111111,-1.047272727,5.530909091,-0.309090909,0.554545455,9.536363636,5.257272727,5.286363636,8.825454545,3.530909091,3.464545455,4.363636364
1913,0.606363636,5.165454545,3.1,10.33454545,5.762727273,-3.363636364,4.125,4.599090909,-2.816363636,6.966363636,1.203636364,0.351818182,3.113636364,4.595454545,0.56,4.44,3.046363636,6.454545455,0.462727273,0.297272727,4.620909091,0.043636364,2.09,4.070909091,3.894545455,7.560909091,2.637272727,0.702727273,1.860909091,0.499090909,-1.474545455,8.81,3.326363636,3.895454545,8.639090909,1.386363636,1.5,-3.836363636,4.210909091,-0.682727273,0.656363636,8.435454545,6.241818182,3.902727273,9.001818182,1.137272727,2.294545455,5.136363636
1914,1.321818182,4.565454545,2.965454545,8.384545455,6.224545455,-3.181818182,3.571428571,4.371818182,-2.195454545,8.884545455,1.119090909,0.494545455,2.397272727,3.52,0.948181818,4.509090909,3.167272727,5.886363636,0.697272727,-0.283636364,3.998181818,1.253636364,1.169090909,4.105454545,3.032727273,5.015454545,1.258181818,1.116363636,1.711818182,0.711818182,-0.241818182,7.606363636,3.608181818,4.198181818,8.139090909,0.859090909,1.833333333,-3.08,3.417272727,0.549090909,0.867272727,7.554545455,4.196363636,3.771818182,8.856363636,1.168181818,1.448181818,4.909090909
1915,1.224545455,5.279090909,2.586363636,9.838181818,5.91,-3.5,3.571428571,6.610909091,-0.574545455,10.07545455,1.271818182,0.437272727,1.992727273,2.863636364,0.186363636,5.827272727,3.156363636,5.681818182,0.849090909,-0.054545455,3.906363636,1.840909091,0.48,4.929090909,2.36,3.879090909,0.545454545,0.954545455,1.601818182,0.912727273,-0.033636364,7.541818182,3.987272727,3.567272727,9.261818182,1.615454545,2.888888889,-1.487272727,2.968181818,0.245454545,2.066363636,7.180909091,4.272727273,4.753636364,9.495454545,1.539090909,1.676363636,3.863636364
1916,-1.911818182,7.409090909,2.608181818,11.93727273,5.122727273,-3.777777778,3.285714286,5.590909091,-3.437272727,7.696363636,0.47,-0.807272727,2.156363636,2.84,-0.687272727,3.992727273,2.474545455,4.522727273,-0.014545455,-0.765454545,3.758181818,0.327272727,0.068181818,4.280909091,1.970909091,5.803636364,-0.409090909,0.227272727,2.290909091,0.594545455,-0.06,6.625454545,3.178181818,3.688181818,9.929090909,1.171818182,0.611111111,-0.799090909,2.111818182,-0.04,3.559090909,8.072727273,2.606363636,2.591818182,10.06909091,-0.490909091,0.735454545,3.954545455
1917,-1.788181818,10.45454545,2.005454545,12.37545455,4.587272727,-3.222222222,4,5.564545455,-3.781818182,7.210909091,-0.082727273,-1.274545455,1.531818182,2.141818182,-1.222727273,5.34,2.599090909,4.25,-0.09,-1.402727273,2.493636364,0.1,-0.555454545,2.635454545,1.374545455,4.560909091,-0.015454545,0.252727273,4.381818182,0.454545455,-1.302727273,5.104545455,2.901818182,2.398181818,9.02,1.092727273,-0.277777778,-2.344545455,1.000909091,-0.067272727,4.333636364,7.275454545,3.310909091,2.117272727,9.46,-1.263636364,0.202727273,2.454545455
1918,-0.372727273,10.98454545,2.698181818,12.55454545,3.939090909,-1.333333333,8.571428571,6.9,-2.113636364,7.968181818,1.080909091,0.003636364,2.194545455,3.049090909,0.011818182,6.459090909,2.599090909,4.545454545,-0.226363636,-1.042727273,2.961818182,1.199090909,0.678181818,3.180909091,1.689090909,5.636363636,-0.310909091,1.51,2.726363636,0.390909091,-0.295454545,3.783636364,3.488181818,3.011818182,8.885454545,1.609090909,-0.388888889,-0.791818182,0.920909091,1.36,5.208181818,6.490909091,1.583636364,2.060909091,9.825454545,0.296363636,0.328181818,0.318181818
1919,-0.552727273,10.73,2.972727273,10.98545455,4.532727273,0.888888889,6.428571429,8.502727273,-1.435454545,8.210909091,0.87,0.515454545,3.126363636,4.255454545,0.278181818,7.100909091,2.905454545,3.386363636,-1.605454545,-1.206363636,3.739090909,1.349090909,0.994545455,3.44,3.538181818,8.606363636,-1.462727273,0.813636364,2.57,-0.552727273,0.148181818,4.2,3.067272727,2.381818182,8.806363636,0.495454545,-2.444444444,0.459090909,2.506363636,1.621818182,4.689090909,6.871818182,0.629090909,1.14,9.934545455,-0.946363636,0.229090909,2.863636364
1920,-3.218181818,12.52545455,1.013636364,11.43,4.809090909,3.222222222,7.571428571,6.466363636,-2.622727273,6.227272727,3.043636364,2.311818182,5.067272727,3.453636364,-1.182727273,4.539090909,2.439090909,3,-1.817272727,0.141818182,5.535454545,-0.888181818,1.643636364,2.985454545,4.279090909,5.333636364,-0.538181818,0.39,1.943636364,0.342727273,-0.301818182,4.624545455,4.52,0.481818182,8.017272727,1.843636364,-4.388888889,-0.420909091,3.477272727,0.312727273,2.06,5.002727273,0.992727273,2.494545455,9.214545455,-1.052727273,1.733636364,2
1921,-3.48,13.16181818,1.617272727,9.112727273,2.713636364,4.555555556,9.571428571,6.030909091,-2.96,7.918181818,4.433636364,3.920909091,5.060909091,4.421818182,0.119090909,2.228181818,3.11,2.954545455,-1.65,0.395454545,4.819090909,-1.232727273,2.799090909,2.414545455,3.462727273,3.060909091,-0.901818182,1.597272727,0.281818182,0.538181818,1.263636364,2.892727273,4.377272727,1.259090909,7.490909091,1.673636364,-3.555555556,0.565454545,2.627272727,1.608181818,0.848181818,3.610909091,0.606363636,3.76,8.887272727,0.280909091,1.887272727,0.909090909
1922,-3.588181818,13.85727273,1.373636364,8.320909091,1.821818182,6.555555556,8.5,3.45,-4.890909091,6.845454545,4.902727273,4.934545455,4.563636364,4.383636364,1.122727273,0.097272727,3.700909091,4.068181818,-1.256363636,1.384545455,4.955454545,-2.256363636,3.445454545,0.852727273,3.405454545,-0.56,0.386363636,2.657272727,-0.191818182,1.430909091,1.43,2.247272727,4.699090909,1.47,5.899090909,2.704545455,-4.35,-0.387272727,2.01,1.781818182,0.322727273,3.054545455,1.515454545,3.782727273,8.09,-0.234545455,2.41,-1.363636364
1923,-2.821818182,13.32272727,2.318181818,4.564545455,0.959090909,6.444444444,8.555555556,3.199090909,-5.023636364,4.518181818,5.055454545,5.591818182,3.964545455,3.569090909,1.46,0.245454545,3.007272727,4.272727273,-1.604545455,1.334545455,4.232727273,-0.800909091,3.754545455,-0.260909091,2.475454545,-3.529090909,-0.219090909,2.540909091,-1.906363636,1.855454545,2.034545455,1.306363636,4.561818182,1.322727273,3.694545455,2.590909091,-4.272727273,0.547272727,1.520909091,2.854545455,1.662727273,1.338181818,1.106363636,3.363636364,6.434545455,0.735454545,1.259090909,-1.181818182
1924,-4.564545455,14.76090909,0.941818182,5.048181818,0.925454545,7.888888889,5.5,2.344545455,-5.159090909,3.389090909,4.861818182,5.039090909,4.622727273,2.826363636,0.068181818,0.955454545,2.302727273,4.5,-2.029090909,2.022727273,4.637272727,-1.87,2.543636364,-0.430909091,3.220909091,-5.62,-0.370909091,2.484545455,-2.193636364,2.566363636,0.980909091,1.660909091,5.376363636,-1.155454545,3.098181818,3.674545455,-5,0.910909091,2.096363636,0.392727273,1.796363636,1.82,0.060909091,3.683636364,5.535454545,0.022727273,2.37,-1.227272727
1925,-4.480909091,15.85909091,1.526363636,4.356363636,0.097272727,8.222222222,6.363636364,2.481818182,-5.136363636,2.432727273,4.744545455,4.975454545,5.13,2.037272727,-0.328181818,2.210909091,2.204545455,5.590909091,-0.907272727,3.167272727,5.992727273,-1.736363636,1.789090909,-0.39,3.390909091,-6.938181818,1.22,2.302727273,-1.239090909,2.552727273,0.46,2.337272727,5.286363636,-1.976363636,3.365454545,4.583636364,-2.363636364,0.315454545,3.087272727,-0.478181818,2.028181818,1.627272727,1.349090909,4.162727273,5.24,-0.008181818,3.701818182,0.318181818
1926,-4.785454545,14.27545455,1.487272727,1.172727273,0.957272727,7.7,8,0.588181818,-6.444545455,1.508181818,4.295454545,4.718181818,6.329090909,2.794545455,-0.111818182,1.610909091,2.17,5.159090909,-1.316363636,3.62,6.65,-2.353636364,1.989090909,-1.104545455,4.803636364,-7.059090909,1.492727273,2.606363636,-2.479090909,2.103636364,-0.654545455,2.970909091,5.267272727,-2.050909091,1.083636364,4.045454545,-3.090909091,-1.050909091,4.233636364,-0.998181818,0.931818182,1.652727273,1.318181818,1.541818182,3.355454545,-1.379090909,4.027272727,0.181818182
1927,-3.510909091,14.13909091,-0.374545455,0.477272727,0.906363636,8,8.545454545,2.645454545,-4.710909091,3.046363636,4.462727273,5.173636364,5.712727273,2.312727273,-0.024545455,3.269090909,2.964545455,6.431818182,0.183636364,3.386363636,5.830909091,-2.492727273,1.701818182,-0.827272727,4.731818182,-8.059090909,3.19,3.424545455,-2.382727273,2.824545455,-0.27,3.057272727,5.765454545,-3.050909091,0.69,4.931818182,-0.636363636,-1.106363636,3.586363636,-1.714545455,0.637272727,2.397272727,2.711818182,1.388181818,2.318181818,-0.606363636,3.800909091,1.636363636
1928,-3.912727273,12.93454545,0.821818182,0.447272727,0.963636364,6.909090909,8.545454545,2.918181818,-4.942727273,2.932727273,4.532727273,5.425454545,5.910909091,1.976363636,0.017272727,2.248181818,3.760909091,6.659090909,0.38,3.802727273,6.469090909,-1.97,1.644545455,-1.083636364,3.886363636,-7.634545455,4.341818182,3.070909091,-0.980909091,3.342727273,0.184545455,3.049090909,5.763636364,-2.17,-0.405454545,4.954545455,-0.318181818,-0.785454545,3.593636364,-1.969090909,0.081818182,2.001818182,2.977272727,1.527272727,2.641818182,-0.606363636,4.29,1.681818182
1929,-4.867272727,12.02545455,0.045454545,-1.913636364,-0.233636364,7.181818182,7.272727273,2.491818182,-5.57,1.496363636,4.444545455,4.97,5.197272727,0.685454545,-0.473636364,1.51,3.738181818,5.931818182,0.394545455,4.168181818,6.171818182,-2.374545455,1.128181818,-2.102727273,2.585454545,-8.512727273,5.303636364,2.596363636,-1.003636364,3.235454545,-0.247272727,3.325454545,5.6,-2.059090909,-1.898181818,4.379090909,-0.954545455,-1.196363636,2.621818182,-3.240909091,-0.04,0.258181818,3.538181818,1.904545455,1.539090909,-1.560909091,4.274545455,3.409090909
1930,-5.897272727,11.24363636,-1.61,-1.532727273,-0.909090909,5.545454545,8.181818182,2.632727273,-6.933636364,0.783636364,4.786363636,4.475454545,4.73,-0.268181818,-0.623636364,0.276363636,3.568181818,4.772727273,1.591818182,3.631818182,5.41,-4.290909091,1.410909091,-2.787272727,1.375454545,-10.27090909,5.925454545,2.535454545,-1.568181818,3.808181818,-1.612727273,2.74,4.399090909,-1.22,-2.053636364,3.894545455,1.818181818,-3.381818182,1.007272727,-3.885454545,-1.619090909,-0.729090909,2.917272727,1.486363636,1.551818182,-2.272727273,3.814545455,1.954545455
1931,-3.982727273,11.38,0.116363636,0.19,-1.767272727,4.727272727,7.909090909,1.907272727,-7.106363636,-0.970909091,3.130909091,3.007272727,2.548181818,-0.093636364,0.954545455,0.827272727,4.546363636,4.454545455,3.212727273,2.586363636,3.145454545,-2.476363636,0.969090909,-3.473636364,-0.200909091,-8.922727273,5.819090909,3.757272727,-0.906363636,4.131818182,-0.648181818,2.300909091,2.518181818,0.788181818,-3.018181818,3.273636364,4.636363636,-1.857272727,-0.733636364,-2.197272727,-0.087272727,-0.11,4.508181818,0.689090909,-0.537272727,-2.590909091,2.199090909,2.181818182
1932,-3.760909091,11.43454545,-0.17,3.133636364,-0.398181818,5.272727273,7.272727273,0.221818182,-7.103636364,-3.250909091,1.892727273,1.469090909,1.941818182,-0.336363636,-0.080909091,1.763636364,2.455454545,3.295454545,2.879090909,1.452727273,2.463636364,-2.418181818,0.22,-3.213636364,-0.541818182,-6.195454545,5.319090909,3.034545455,0.204545455,2.654545455,-2.004545455,2.309090909,1.070909091,0.347272727,-3.86,1.266363636,3.772727273,-2.620909091,-1.997272727,-3.075454545,1.270909091,0.668181818,3.144545455,-0.740909091,-0.778181818,-4.015454545,1.850909091,1.636363636
1933,-4.049090909,10.26,-0.517272727,4.203636364,-0.666363636,4.727272727,7.272727273,-0.634545455,-6.594545455,-3.93,1.885454545,1.48,2.182727273,0.24,-0.902727273,1.468181818,1.523636364,2.977272727,2.864545455,1.163636364,2.243636364,-1.446363636,-0.405454545,-2.78,-0.774545455,-5.862727273,4.849090909,2.913636364,0.795454545,2.234545455,-3.245454545,2.816363636,2.166363636,0.072727273,-4.185454545,1.735454545,5.045454545,-2.941818182,-2.573636364,-3.129090909,1.491818182,-0.104545455,1.280909091,-0.72,-1.815454545,-2.863636364,1.652727273,1.318181818
1934,-4.274545455,9.933636364,-1.524545455,5.775454545,-1.325454545,4.909090909,6.727272727,-0.497272727,-6.470909091,-3.748181818,0.768181818,0.320909091,1.212727273,-0.049090909,-1.75,1.363636364,2.047272727,2.386363636,3.303636364,0.976363636,1.354545455,-2.61,-1.279090909,-3.15,-1.482727273,-3.862727273,5.015454545,2.928181818,0.821818182,1.503636364,-3.675454545,1.814545455,1.930909091,-0.047272727,-3.837272727,1.356363636,5.772727273,-3.193636364,-3.707272727,-3.796363636,0.040909091,0.327272727,1.295454545,-1.685454545,-1.02,-3.242727273,1.052727273,2.636363636
1935,-0.891818182,7.322727273,1.186363636,3.067272727,-2.406363636,4.090909091,9.272727273,1.702727273,-3.352727273,-5.83,1.208181818,1.320909091,0.25,0.081818182,0.551818182,3.517272727,1.626363636,2.909090909,4.212727273,0.498181818,0.378181818,0.360909091,-0.295454545,-4.2,-2.112727273,-4.620909091,6.409090909,3.802727273,1.018181818,1.664545455,-1.913636364,1.624545455,1.227272727,1.869090909,-6.43,0.735454545,7.363636364,-1.052727273,-4.207272727,-1.442727273,2.845454545,-2.678181818,0.522727273,-1.326363636,-2.125454545,-1.575454545,-0.136363636,1.636363636
1936,-0.965454545,6.845454545,0.950909091,1.234545455,-3.717272727,5.272727273,7.090909091,2.280909091,-2.876363636,-7.821818182,0.08,0.733636364,-1.123636364,0.070909091,-0.510909091,2.648181818,1.478181818,2.295454545,3.167272727,0.091818182,-1.094545455,0.187272727,-1.022727273,-5.612727273,-3.125454545,-3.257272727,5.5,3.832727273,-0.27,1.773636364,-2.873636364,1.085454545,1.258181818,2.086363636,-9.666363636,0.500909091,5.272727273,-0.522727273,-5.294545455,-2.653636364,2.998181818,-2.496363636,0.159090909,-1.75,-3.464545455,-0.135454545,-1.73,-0.136363636
1937,-0.934545455,8.118181818,0.093636364,3.464545455,-4.85,3.545454545,4.363636364,2.912727273,-2.386363636,-7.988181818,-0.647272727,0.049090909,-2.390909091,-1.809090909,-0.65,2.141818182,0.921818182,1.227272727,3.333636364,-0.641818182,-1.656363636,1.297272727,-1.98,-4.703636364,-4.170909091,-2.106363636,5.136363636,2.913636364,0.307272727,1.195454545,-2.358181818,1.081818182,-0.017272727,0.530909091,-9.631818182,-0.173636364,5.954545455,-0.657272727,-6.102727273,-2.647272727,2.458181818,-2.002727273,-0.552727273,-1.110909091,-3.706363636,-0.771818182,-3.057272727,0.409090909
